rating,title,text
5.0,Warranty on canopy for gazebo,"Purchased the warranty when we bought the cover for the gazebo, bad windstorm tore it to bits!  Sent in claim & it was paid in two days. Only problem was trying to submit an Amazon receipt. Very fast service!"
3.0,Not the best,"Being disabled, I thought using these pens would aid my diminished hand control. The pens with a micro-fiber tip are far much better, even if they cost more. The tips on these pens are made of a thin, soft  rubber that too soon ""mush"" out and become unusable. Worse, the finish on these pens (at least the blue one) rubbed off on my fingers when it got wet. I do not feel obligated to honor the vendor's request to make things right before posting a negative response. Shipping was fine; product was not."
5.0,Works in a snap!,"I was delighted to try out this CompactFlash reader, because my Canon camera uses CF cards, and my laptop has no card reader. My new computer will be lacking a CompactFlash card reader as well.<br /><br />The claim of having pins that don't bend sounds extremely attractive to me, since I've tossed out a card reader in the past for getting bent pins that were hard to straighten.<br /><br />While I didn't get to test out the USB 3.0 function of this card reader, it worked great on my regular USB 2.0 connections and speedily transferred over 500 photos in just a couple of minutes.<br /><br />The only criticism I have of this card reader is that the profile is thick enough that on my computer, where I have two USB ports stacked one on top of another, I need to unplug something in order to be able to plug in this card reader. This isn't a big deal, since I have little USB extension cords that I can use if I truly don't want to unplug something else, but if the manufacturers are listening, I'd love to see a slimmer profile on any future models.<br /><br />Overall, this is a fast, reasonably priced, handy little card reader that I'm glad to add to my collection of tech toys."
3.0,Get what you pay for,"The 2 pack was pretty cheap, so I can’t complain too much.  The fit is just off enough to make it difficult to use some buttons, and sometimes makes other buttons be pressed by accident."
5.0,Happy,Works great.
3.0,great picture,"I bought this device for camping,wanted to be able to use it without elect, so being battery operated was a plus.  I was impressed with the unit, great picture and sound.  Not happy when the device showed low battery after just watching a DVD for less than two hours, when the manual states 10 hours of use.  It may help to remove the batteries after use, but this would be irritating. I will definitely need to invest in rechargeable batteries, as replacing the 8 ""C"" batteries often is just too costly.  T.J."
5.0,Installs easy. Instant performance improvement!,Works perfectly in my ancient Dell Inspiron One 2320. Much faster performance now.
5.0,Five Stars,really good
4.0,Alexa has been wanting a little more security,"Last year, during the Christmas Black Friday sales, I bought an Amazon Dot. I have it sending on the countertop in my kitchen, but the toaster where the outlet is and I have had it pushed off or to the side or hidden under things by my husband. He insists on loading his junk on a one foot square area. I talk to Alexa often. And I don't want her to break. That is where this Easy Clip Wall Mount comes in. She can now be mounted on the wall by an outlet and I won't have to worry about her getting broken. This holder can be mounted with screws or with mounting tape (both options are included."
4.0,"Sturdy, great price","I use a fold out wood panel table as my desk, its only 5/8ths thick, and only 1 1/2 in was availible to clamp to but its pretty sturdy holding a 27in curved monitor and my trusty 24in acer monitor. I will update again in a month or so but pretty confident itll still be secure. Its $27, get it"
4.0,Adequate,Worked okay for my kindle
5.0,"W-King X10 Versus Others, And The Winner Is....","Updated 12/19/21:<br />SOUNDCORE MOTION BOOM VERSUS W-KING X10<br />I gave into temptation and bought the much revered Motion Boom by Anker/Soundcore to compare it against the X10.  If you go on YouTube you'll see a ton of videos on both speakers.  I was curious to see if the Motion Boom is the real deal.  To keep the comparison fair, I used my custom equalizer settings in the VLC app to play music downloaded and stored on my phone.  So...the same equalizer was used to test both Bluetooth speakers.  (BTW, there's a lot of fanfare given to Soundcore's equalizer that is in their app.  But after spending hours upon hours trying out Soundcore's EQ versus VLC's, I got the best deep bass AND clarity with VLC).  I probably spent 10 hours over the span of 2 weeks comparing both speakers.  The verdict:  By a small margin, the X10 sounds better.  The biggest difference is that the bass from the X10 is a bit fuller and richer.  Not much, but noticeable nonetheless.  And the X10 gets a little bit louder as well.  Overall, the X10 is a really good speaker.  Built like a tank.  But, the Motion Boom is incredibly impressive for it's size (smaller than the X10).  I ended up keeping the Motion Boom.  Got it at a good price during Cyber Monday.  So I'm having fun alternating my use of the X10 and Motion Boom. :)<br /><br />Updated 8/28/21:<br />As mentioned below in my original review, I ordered the T9-1 and have done a pretty thorough comparison of features and sound quality between the X10 and T9-1.  Heaviest emphasis is on sound quality.  The verdict:  The X10 wins.  Yes, the T9-1 has an ever-so-slightly deeper bass than the X10.  But for you bass lovers, the difference is barely discernible.  And the T9-1 bass has a weird, kind of unpleasant hollow sound to it that I do not notice with the X10.  The bass on the T9-1 just doesn't sound as crisp and clear as the X10.  Maybe the larger casing with the T9-1 causes that hollow sound?  Not sure.  Anyway, the T9-1 does get a little bit...again, only a little bit...louder than the X10.  Again, barely discernible.  Overall, I just think the X10 sounds better and combine that with the fact that the X10 is IPX6 rated, the X10 is an overall better speaker.  (I do like the lighting effects on the T9-1 and that it auto-shuts off after a while if there's no music input.  But for me, sound quality is most important.)<br /><br />Original review:<br />I've become a bluetooth speaker junky.  I've owned about a dozen of them over the years and currently have 4, with a 5th one (a W-King T9) on the way.<br />I purchased this W-King X10 a couple of weeks ago and it sounds great.  I also have several Doss speakers including 2 Doss Soundbox XL's that are probably the best bang for the buck as far as getting really good sounding speakers at a low price.  Paired together, the 2 Doss XL's sound fantastic with their sub-woofers providing low bass, but (a) they are for indoor use only and (b) the W-King X10 is louder with even deeper bass.<br /><br />So, now that I've had the W-King X10 for a couple of weeks, here are the pros and cons:<br /><br />PROS<br />> Excellent sound.  I'm a bass lover and this speaker does not disappoint.<br />> Solidly built.  This speaker is put together like a tank.  Good looking too.<br />> Very resistant to water damage, but not submersible.<br />> Good value for the price.<br /><br />CONS<br />> I wish bluetooth speaker manufacturers/resellers wouldn't exaggerate the battery duration in their product descriptions.  For example, W-King says the X10 can last 45 hours on one charge.  Well that may be true, but read the caveat carefully in the description.  It says 45 hours if it's on the lowest volume setting.  Heck...you can hardly hear anything on the lowest volume setting.  So no way does this battery last as long as it's hyped if you intend to use it as most people would, i.e. at 50% - 75% volume.  At those higher volume settings, I'd say you'll get between 5-8 hours of playtime.<br />> I like using the TF/SD card feature.  But I wish the unit would automatically shuffle the files instead of playing them in sequence.  I contacted the reseller and they said there's no firmware update available to shuffle the TF/SD card playlist.  (The Doss XL does have a firmware update that shuffles music files being played from a TF/SD card.)<br />> There's no auto-off feature that turns off the speaker if there's no incoming bluetooth signal after...say...10 minutes.<br /><br />Lastly, to those who have given lower ratings because the X10 does not come with a power adapter/charger, you're certainly entitled to do so.  But the description clearly states, multiple times, that this speaker does not come with an adapter/charger.  So it's not like they didn't tell you!  And besides, probably 90% of us already have adapters/chargers that we can use for the X10.  It can handle up to a 30 watt adapter/charger for the quickest charging time (3.5 hrs).  I don't have one, so I just use an existing 10 watt adapter/charger.  Yeah...it takes longer to charge, but I just plug it in at bedtime and it's fully charged by morning.<br /><br />So, I can't wait for the T9 to arrive and then I'll compare the two and update this review.  Stay tuned!!"
